"Id","sales0","sales1","sales2","sales3","sales4","country","State","CouSub","countyname","storecode","Areaname","countytownname","population","state_alpha","store_Type","prob1","prob2","prob3","prob5","prob6","prob7"
101799999,696,511,514,867,1034,"17","1",99999,"Chambers County","NCNTY01017N01017","Chambers County, AL","Chambers County",34215,"AL","Supermarket Type1",0.246804138286758,0.253697899171737,0.258886979846085,0.244689312852048,0.256742041266415,0.261770078699432
101999999,599,481,500,883,894,"19","1",99999,"Cherokee County","NCNTY01019N01019","Cherokee County, AL","Cherokee County",25989,"AL","Supermarket Type1",0.2965802025845,0.292535204259331,0.298307222048289,0.292852047424098,0.283268560223729,0.289150081354116
102199999,599,423,475,802,1061,"21","1",99999,"Chilton County","METRO13820N01021","Chilton County, AL HUD Metro FMR Area","Chilton County",43643,"AL","Supermarket Type1",0.307122927558647,0.306242303012266,0.311801199472054,0.305149635387207,0.302652192951481,0.3085982911349
103599999,599,459,462,883,886,"35","1",99999,"Conecuh County","NCNTY01035N01035","Conecuh County, AL","Conecuh County",13228,"AL","Supermarket Type1",0.24800598347415,0.244410708066469,0.249603519850677,0.246343556716329,0.236255150855382,0.241377971537451
103799999,599,481,505,746,801,"37","1",99999,"Coosa County","NCNTY01037N01037","Coosa County, AL","Coosa County",11539,"AL","Supermarket Type3",0.266089717577004,0.271368394670601,0.256035048961518,0.260344778548609,0.265336863828628,0.248819355808482
103999999,599,460,463,866,961,"39","1",99999,"Covington County","NCNTY01039N01039","Covington County, AL","Covington County",37765,"AL","Supermarket Type1",0.251203677876329,0.250390815002867,0.255571501246827,0.249710131902599,0.247755390005933,0.252965605587008
105199999,788,628,663,1084,1288,"51","1",99999,"Elmore County","METRO33860M33860","Montgomery, AL MSA","Elmore County",79303,"AL","Supermarket Type1",0.439894427174164,0.438064546942189,0.444530392686866,0.439177382561009,0.444714173378433,0.45171496841779
105399999,599,484,505,746,870,"53","1",99999,"Escambia County","NCNTY01053N01053","Escambia County, AL","Escambia County",38319,"AL","Supermarket Type1",0.268814073311474,0.27653136283885,0.282148313534911,0.263422214248214,0.2767668475637,0.28225386408485
106599999,757,450,572,950,1079,"65","1",99999,"Hale County","METRO46220M46220","Tuscaloosa, AL MSA","Hale County",15760,"AL","Supermarket Type2",0.422670663321469,0.419129837384505,0.425819059432731,0.423468876243808,0.411330445807846,0.417556437515056
106799999,599,435,465,883,987,"67","1",99999,"Henry County","METRO20020N01067","Henry County, AL HUD Metro FMR Area","Henry County",17302,"AL","Supermarket Type1",0.287181175381228,0.279964939410666,0.285385561154224,0.285864737848718,0.268701750678839,0.274367149933166
107399999,773,545,652,1015,1142,"73","1",99999,"Jefferson County","METRO13820M13820","Birmingham-Hoover, AL HUD Metro FMR Area","Jefferson County",658466,"AL","Supermarket Type3",0.495785989672382,0.594519822478647,0.5778441903098,0.496658958355729,0.772393101376143,0.756494438865463
108399999,711,515,576,978,1033,"83","1",99999,"Limestone County","METRO26620M26620","Huntsville, AL MSA","Limestone County",82782,"AL","Supermarket Type1",0.383664688513893,0.38769899484203,0.394264510524365,0.38151499206598,0.39723142234698,0.404111158303902
108799999,599,440,443,746,848,"87","1",99999,"Macon County","NCNTY01087N01087","Macon County, AL","Macon County",21452,"AL","Supermarket Type2",0.202692888194565,0.20972884570318,0.214641913067809,0.201782852366379,0.211499041790085,0.215374905936694
110399999,655,457,552,908,936,"103","1",99999,"Morgan County","METRO19460M19460","Decatur, AL MSA","Morgan County",119490,"AL","Supermarket Type1",0.409575589854542,0.418734590281183,0.425637598795448,0.407545697908264,0.438942862306153,0.446186751064242
111199999,619,486,489,771,827,"111","1",99999,"Randolph County","NCNTY01111N01111","Randolph County, AL","Randolph County",22913,"AL","Supermarket Type2",0.229769981412387,0.237586336074346,0.242983685349496,0.226221133120643,0.237882334105133,0.24215260874951
112799999,608,491,502,840,1021,"127","1",99999,"Walker County","METRO13820N01127","Walker County, AL HUD Metro FMR Area","Walker County",67023,"AL","Grocery Store",0.285553614043586,0.28914481184894,0.269228212032144,0.282142844357941,0.292678155256317,0.273187317500714
113199999,599,440,443,746,801,"131","1",99999,"Wilcox County","NCNTY01131N01131","Wilcox County, AL","Wilcox County",11670,"AL","Grocery Store",0.199288428513706,0.205977588289533,0.189576898490807,0.198300469235731,0.206271935600541,0.190819843799928
113399999,599,481,505,820,1061,"133","1",99999,"Winston County","NCNTY01133N01133","Winston County, AL","Winston County",24484,"AL","Supermarket Type1",0.306252869906225,0.302162594332512,0.307686476924548,0.302734023742828,0.292088395894445,0.297921779115595
201399999,834,599,703,1039,1204,"13","2",99999,"Aleutians East Borough","NCNTY02013N02013","Aleutians East Borough, AK","Aleutians East Borough",3141,"AK","Supermarket Type1",0.515213193636397,0.507241680499957,0.513861396694082,0.515694214233304,0.494280841759245,0.501585411418631
218599999,1097,734,925,1366,1759,"185","2",99999,"North Slope Borough","NCNTY02185N02185","North Slope Borough, AK","North Slope Borough",9430,"AK","Supermarket Type3",0.78788688602028,0.770059584398029,0.755237630423115,0.791958335517849,0.757302539029133,0.741677922020707
218899999,1261,1019,1064,1571,1685,"188","2",99999,"Northwest Arctic Borough","NCNTY02188N02188","Northwest Arctic Borough, AK","Northwest Arctic Borough",7523,"AK","Supermarket Type1",0.702595434923657,0.693756578293128,0.699717531868712,0.704816245824416,0.690192780063575,0.696175377730061
228299999,870,625,679,1282,1541,"282","2",99999,"Yakutat City and Borough","NCNTY02282N02282","Yakutat City and Borough, AK","Yakutat City and Borough",662,"AK","Supermarket Type1",0.506388714098051,0.477607521949695,0.483617783827981,0.513985907085272,0.453419965883603,0.460779751297448
229099999,734,593,609,914,1139,"290","2",99999,"Yukon-Koyukuk Census Area","NCNTY02290N02290","Yukon-Koyukuk Census Area, AK","Yukon-Koyukuk Census Area",5588,"AK","Grocery Store",0.340197261553873,0.339260934050473,0.317746725611687,0.335052770182404,0.32849374818732,0.307572837330629
400199999,643,389,475,805,967,"1","4",99999,"Apache County","NCNTY04001N04001","Apache County, AZ","Apache County",71518,"AZ","Supermarket Type1",0.31190037876685,0.320773758801586,0.326722701323727,0.310233260384871,0.330424223580808,0.336597023352884
401199999,643,458,475,801,859,"11","4",99999,"Greenlee County","NCNTY04011N04011","Greenlee County, AZ","Greenlee County",8437,"AZ","Supermarket Type3",0.229626326711704,0.235098587369413,0.220811261626851,0.227494931584795,0.232868076369055,0.217643614260503
401599999,752,477,589,1019,1180,"15","4",99999,"Mohave County","METRO29420M29420","Lake Havasu City-Kingman, AZ MSA","Mohave County",200186,"AZ","Supermarket Type2",0.458988542846315,0.477667683201098,0.484842732321601,0.461969848695558,0.527608241801229,0.533895362363809
401799999,727,534,537,1025,1036,"17","4",99999,"Navajo County","NCNTY04017N04017","Navajo County, AZ","Navajo County",107449,"AZ","Supermarket Type1",0.284646838650077,0.294580663903026,0.300477092596157,0.28313336113897,0.31375320589909,0.319620966207626
402599999,796,555,630,1173,1240,"25","4",99999,"Yavapai County","METRO39140M39140","Prescott, AZ MSA","Yavapai County",211033,"AZ","Supermarket Type1",0.472227023456252,0.485896772224001,0.492919427932001,0.476295546581191,0.536134794251785,0.543316827051719
500199999,592,435,438,737,840,"1","5",99999,"Arkansas County","NCNTY05001N05001","Arkansas County, AR","Arkansas County",19019,"AR","Supermarket Type1",0.200128098164781,0.206897382516263,0.211594241477071,0.199340359033425,0.208223726233442,0.212614149388714
501399999,624,458,461,777,944,"13","5",99999,"Calhoun County","NCNTY05013N05013","Calhoun County, AR","Calhoun County",5368,"AR","Supermarket Type1",0.216959641668835,0.220632123411924,0.225380357085841,0.215786916802229,0.217510271089361,0.222039803116385
502199999,584,429,432,758,800,"21","5",99999,"Clay County","NCNTY05021N05021","Clay County, AR","Clay County",16083,"AR","Supermarket Type1",0.200834053376295,0.206084182897172,0.210824756098229,0.200143452533456,0.206052122184345,0.210477464948231
503599999,832,614,702,1137,1267,"35","5",99999,"Crittenden County","METRO32820M32820","Memphis, TN-MS-AR HUD Metro FMR Area","Crittenden County",50902,"AR","Supermarket Type1",0.52874631773652,0.519818638940056,0.526483681684498,0.531574120357145,0.517937898084721,0.525344195371998
505399999,584,421,493,861,1034,"53","5",99999,"Grant County","METRO30780N05053","Grant County, AR HUD Metro FMR Area","Grant County",17853,"AR","Supermarket Type1",0.367762176552713,0.355058396234869,0.361023869211911,0.366521708759595,0.337379000122785,0.344071329263478
505599999,627,393,466,870,1111,"55","5",99999,"Greene County","NCNTY05055N05055","Greene County, AR","Greene County",42090,"AR","Supermarket Type1",0.327933541873091,0.322929520640764,0.328568021455484,0.3284363838194,0.317797002240634,0.324014206267715
505999999,605,472,510,806,935,"59","5",99999,"Hot Spring County","NCNTY05059N05059","Hot Spring County, AR","Hot Spring County",32923,"AR","Supermarket Type1",0.307918529590245,0.308915981101376,0.314755445023279,0.303336634346962,0.30339152457207,0.309380537039479
506199999,584,390,432,767,945,"61","5",99999,"Howard County","NCNTY05061N05061","Howard County, AR","Howard County",13789,"AR","Supermarket Type1",0.251030442074087,0.250786988794247,0.255862808860931,0.249924228523806,0.244490761405586,0.249628315888997
506399999,590,433,436,747,947,"63","5",99999,"Independence County","NCNTY05063N05063","Independence County, AR","Independence County",36647,"AR","Supermarket Type1",0.20945791400487,0.215695342087658,0.220381458942359,0.208962700998074,0.218970755405397,0.22350894202701
506999999,641,409,482,803,982,"69","5",99999,"Jefferson County","METRO38220M38220","Pine Bluff, AR MSA","Jefferson County",77435,"AR","Supermarket Type1",0.305479846233424,0.315322557753665,0.321216859593341,0.303341699272511,0.326491512838061,0.332574261496683
507399999,584,429,432,861,884,"73","5",99999,"Lafayette County","NCNTY05073N05073","Lafayette County, AR","Lafayette County",7645,"AR","Supermarket Type1",0.227883210585822,0.224168330386728,0.229052286366203,0.227592038941389,0.216563250030213,0.221350060378457
508799999,719,490,559,1059,1249,"87","5",99999,"Madison County","METRO22220M22220","Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area","Madison County",15717,"AR","Supermarket Type1",0.415334552077307,0.397064042750546,0.403099289764301,0.418283275193517,0.379107702241499,0.386103367703814
508999999,584,429,432,727,855,"89","5",99999,"Marion County","NCNTY05089N05089","Marion County, AR","Marion County",16653,"AR","Supermarket Type2",0.198813032084091,0.204884286692737,0.209682534956463,0.198226361733218,0.205478100296801,0.209274792426251
509399999,605,378,447,804,892,"93","5",99999,"Mississippi County","NCNTY05093N05093","Mississippi County, AR","Mississippi County",46480,"AR","Supermarket Type1",0.283948965813845,0.287644302674151,0.293320322091636,0.282392229714173,0.288750524562502,0.294569258848533
509799999,584,429,432,727,884,"97","5",99999,"Montgomery County","NCNTY05097N05097","Montgomery County, AR","Montgomery County",9487,"AR","Supermarket Type1",0.200906567919598,0.205582484293693,0.210162762972316,0.200369093392174,0.204218174003346,0.208547643259513
512199999,584,429,432,745,884,"121","5",99999,"Randolph County","NCNTY05121N05121","Randolph County, AR","Randolph County",17969,"AR","Supermarket Type1",0.204414758369189,0.209092059969765,0.213744164000429,0.203879119874782,0.208807068679947,0.213233659211073
512999999,584,429,432,727,780,"129","5",99999,"Searcy County","NCNTY05129N05129","Searcy County, AR","Searcy County",8195,"AR","Grocery Store",0.193460035248793,0.199851731444192,0.183750588471255,0.192764967667657,0.19970886409063,0.184638963756109
514199999,584,455,493,741,884,"141","5",99999,"Van Buren County","NCNTY05141N05141","Van Buren County, AR","Van Buren County",17295,"AR","Supermarket Type1",0.285265909972591,0.287641233761962,0.293276369977354,0.280219836912588,0.280134651149214,0.285787176706375
514799999,584,429,432,861,884,"147","5",99999,"Woodruff County","NCNTY05147N05147","Woodruff County, AR","Woodruff County",7260,"AR","Supermarket Type3",0.227883210585822,0.224119243775085,0.210132431220274,0.227592038941389,0.216428436103588,0.202189375006772
600199999,1585,1039,1260,2213,2716,"1","6",99999,"Alameda County","METRO41860MM5775","Oakland-Fremont, CA HUD Metro FMR Area","Alameda County",1510271,"CA","Grocery Store",0.960070750107503,0.987238297674867,0.985463999041885,0.950582594147801,0.996242362100576,0.995849369541223
600599999,986,587,729,1308,1592,"5","6",99999,"Amador County","NCNTY06005N06005","Amador County, CA","Amador County",38091,"CA","Supermarket Type1",0.60233029355954,0.585915132815922,0.591996049736624,0.614053306159368,0.583748783386501,0.590914563145208
604399999,840,611,621,1046,1356,"43","6",99999,"Mariposa County","NCNTY06043N06043","Mariposa County, CA","Mariposa County",18251,"CA","Supermarket Type1",0.334283186208634,0.333586087385603,0.339175746293276,0.332961068341453,0.329679772910143,0.335489258156043
605199999,1141,842,962,1421,1842,"51","6",99999,"Mono County","NCNTY06051N06051","Mono County, CA","Mono County",14202,"CA","Supermarket Type1",0.742867303451664,0.726451831147197,0.731621704459681,0.748017584861003,0.717384912643417,0.723284865918033
605999999,1608,1117,1283,2250,2505,"59","6",99999,"Orange County","METRO31100MM5945","Orange County, CA HUD Metro FMR Area","Orange County",3010232,"CA","Grocery Store",0.941448205672473,0.996640634021913,0.996217512220792,0.933242415176639,0.999782972314332,0.999757731971886
608799999,1756,1073,1298,2263,2525,"87","6",99999,"Santa Cruz County","METRO42100M42100","Santa Cruz-Watsonville, CA MSA","Santa Cruz County",262382,"CA","Supermarket Type3",0.940930545399005,0.942098366578991,0.936544438236357,0.9333588169909,0.946742027000312,0.94230283009585
609399999,794,522,622,1158,1303,"93","6",99999,"Siskiyou County","NCNTY06093N06093","Siskiyou County, CA","Siskiyou County",44900,"CA","Supermarket Type1",0.499649307137841,0.482894349153741,0.489332893767999,0.506005789692218,0.475124041083309,0.482661117592097
610799999,771,577,592,1136,1321,"107","6",99999,"Tulare County","METRO47300M47300","Visalia-Porterville, CA MSA","Tulare County",442179,"CA","Supermarket Type3",0.375463501062073,0.429145773188177,0.411370428166657,0.376800658180875,0.558256814086332,0.536406551597679
801499999,1156,723,893,1696,1967,"14","8",99999,"Broomfield County","METRO19740M19740","Denver-Aurora-Broomfield, CO MSA","Broomfield County",55889,"CO","Supermarket Type2",0.799091565195538,0.770730114178022,0.77558365700222,0.808093732032533,0.762417712106006,0.767598347621399
801799999,643,472,475,881,987,"17","8",99999,"Cheyenne County","NCNTY08017N08017","Cheyenne County, CO","Cheyenne County",1836,"CO","Supermarket Type1",0.243140891150535,0.240639192303972,0.245628903568184,0.242080771672383,0.232476574365638,0.237388722365685
801999999,1156,723,893,1696,1967,"19","8",99999,"Clear Creek County","METRO19740M19740","Denver-Aurora-Broomfield, CO MSA","Clear Creek County",9088,"CO","Supermarket Type1",0.799091565195538,0.764641985968527,0.769291514220585,0.808093732032533,0.744476505959164,0.750597340513649
802199999,643,519,542,801,859,"21","8",99999,"Conejos County","NCNTY08021N08021","Conejos County, CO","Conejos County",8256,"CO","Grocery Store",0.289148288191389,0.29340196214183,0.273545343100151,0.282828399291435,0.285829979637557,0.266621880382684
803199999,1156,723,893,1696,1967,"31","8",99999,"Denver County","METRO19740M19740","Denver-Aurora-Broomfield, CO MSA","Denver County",600158,"CO","Supermarket Type1",0.799091565195538,0.834756173147115,0.839481318525346,0.808093732032533,0.908007187503219,0.91037832912964
805199999,883,576,653,1100,1478,"51","8",99999,"Gunnison County","NCNTY08051N08051","Gunnison County, CO","Gunnison County",15324,"CO","Supermarket Type1",0.444976313023312,0.436675971564047,0.442631909837419,0.448651079123558,0.429022101005355,0.435769783272143
805599999,652,479,482,812,871,"55","8",99999,"Huerfano County","NCNTY08055N08055","Huerfano County, CO","Huerfano County",6711,"CO","Supermarket Type1",0.220257424561743,0.225972810689505,0.23095875761855,0.218334160313917,0.224266693264289,0.228911463976019
806199999,672,514,518,837,966,"61","8",99999,"Kiowa County","NCNTY08061N08061","Kiowa County, CO","Kiowa County",1398,"CO","Supermarket Type3",0.25128854434192,0.25439012342232,0.239359969172773,0.247920237588183,0.248342919169082,0.232391981164092
